Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Rearview,Distracted Behavior,0:06:46,0:07:05,Class 13,None
,Rearview,Distracted Behavior,0:07:19,0:07:39,Class 5,None
,Rearview,Distracted Behavior,0:07:52,0:08:12,Class 6,None
Rearview_User_id_31903_7,Rearview,Distracted Behavior,0:00:09,0:00:32,Class 11,Sunglasses
,Rearview,Distracted Behavior,0:00:46,0:01:12,Class 8,Sunglasses
,Rearview,Distracted Behavior,0:01:20,0:01:36,Class 1,Sunglasses
,Rearview,Distracted Behavior,0:01:50,0:02:06,Class 14,Sunglasses
,Rearview,Distracted Behavior,0:02:16,0:02:26,Class 7,Sunglasses
,Rearview,Distracted Behavior,0:02:39,0:02:46,Class 10,Sunglasses
,Rearview,Distracted Behavior,0:02:56,0:03:14,Class 4,Sunglasses
,Rearview,Distracted Behavior,0:03:27,0:03:39,Class 9,Sunglasses
,Rearview,Distracted Behavior,0:04:02,0:04:20,Class 12,Sunglasses
,Rearview,Distracted Behavior,0:04:37,0:04:53,Class 0,Sunglasses
,Rearview,Distracted Behavior,0:05:07,0:05:30,Class 15,Sunglasses
,Rearview,Distracted Behavior,0:05:43,0:06:13,Class 3,Sunglasses
,Rearview,Distracted Behavior,0:06:19,0:06:34,Class 2,Sunglasses
,Rearview,Distracted Behavior,0:06:45,0:07:05,Class 13,Sunglasses
,Rearview,Distracted Behavior,0:07:17,0:07:38,Class 5,Sunglasses
,Rearview,Distracted Behavior,0:07:51,0:08:10,Class 6,Sunglasses
Right_side_window_User_id_31903_5,Rightside Window,Distracted Behavior,0:00:09,0:00:31,Class 11,None
,Rightside Window,Distracted Behavior,0:00:46,0:01:08,Class 8,None
,Rightside Window,Distracted Behavior,0:01:21,0:01:37,Class 1,None
,Rightside Window,Distracted Behavior,0:01:50,0:02:08,Class 14,None
,Rightside Window,Distracted Behavior,0:02:20,0:02:28,Class 7,None
,Rightside Window,Distracted Behavior,0:02:40,0:02:47,Class 10,None
,Rightside Window,Distracted Behavior,0:03:03,0:03:16,Class 4,None
,Rightside Window,Distracted Behavior,0:03:29,0:03:39,Class 9,None
,Rightside Window,Distracted Behavior,0:04:01,0:04:23,Class 12,None
,Rightside Window,Distracted Behavior,0:04:37,0:04:53,Class 0,None
,Rightside Window,Distracted Behavior,0:05:19,0:05:31,Class 15,None
,Rightside Window,Distracted Behavior,0:05:43,0:06:08,Class 3,None
,Rightside Window,Distracted Behavior,0:06:19,0:06:35,Class 2,None
,Rightside Window,Distracted Behavior,0:06:46,0:07:05,Class 13,None
,Rightside Window,Distracted Behavior,0:07:19,0:07:39,Class 5,None
,Rightside Window,Distracted Behavior,0:07:52,0:08:12,Class 6,None
Right_side_window_User_id_31903_7,Rightside Window,Distracted Behavior,0:00:09,0:00:32,Class 11,Sunglasses
,Rightside Window,Distracted Behavior,0:00:46,0:01:12,Class 8,Sunglasses
,Rightside Window,Distracted Behavior,0:01:20,0:01:36,Class 1,Sunglasses
,Rightside Window,Distracted Behavior,0:01:50,0:02:06,Class 14,Sunglasses
,Rightside Window,Distracted Behavior,0:02:16,0:02:26,Class 7,Sunglasses
,Rightside Window,Distracted Behavior,0:02:39,0:02:46,Class 10,Sunglasses
,Rightside Window,Distracted Behavior,0:02:56,0:03:14,Class 4,Sunglasses
,Rightside Window,Distracted Behavior,0:03:27,0:03:39,Class 9,Sunglasses
,Rightside Window,Distracted Behavior,0:04:02,0:04:20,Class 12,Sunglasses
,Rightside Window,Distracted Behavior,0:04:37,0:04:53,Class 0,Sunglasses
,Rightside Window,Distracted Behavior,0:05:07,0:05:30,Class 15,Sunglasses
,Rightside Window,Distracted Behavior,0:05:43,0:06:13,Class 3,Sunglasses
,Rightside Window,Distracted Behavior,0:06:19,0:06:34,Class 2,Sunglasses
,Rightside Window,Distracted Behavior,0:06:45,0:07:05,Class 13,Sunglasses
,Rightside Window,Distracted Behavior,0:07:17,0:07:38,Class 5,Sunglasses
,Rightside Window,Distracted Behavior,0:07:51,0:08:10,Class 6,Sunglasses
