Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Dashboard,Distracted Behavior,0:04:54,0:04:57,Class 4,Hat
,Dashboard,Distracted Behavior,0:05:19,0:05:40,Class 2,Hat
,Dashboard,Distracted Behavior,0:05:53,0:06:07,Class 3,Hat
,Dashboard,Distracted Behavior,0:06:22,0:06:28,Class 7,Hat
,Dashboard,Distracted Behavior,0:06:54,0:07:12,Class 11,Hat
,Dashboard,Distracted Behavior,0:07:27,0:07:48,Class 15,Hat
,Dashboard,Distracted Behavior,0:08:01,0:08:23,Class 14,Hat
Rearview_User_id_63764_5,Rearview,Distracted Behavior,0:00:08,0:00:16,Class 13,None
,Rearview,Distracted Behavior,0:00:24,0:00:28,Class 13,
,Rearview,Distracted Behavior,0:00:47,0:01:01,Class 5,None
,Rearview,Distracted Behavior,0:01:15,0:01:31,Class 15,None
,Rearview,Distracted Behavior,0:01:47,0:01:51,Class 3,None
,Rearview,Distracted Behavior,0:01:58,0:02:01,Class 3,
,Rearview,Distracted Behavior,0:02:16,0:02:39,Class 6,None
,Rearview,Distracted Behavior,0:02:55,0:03:10,Class 8,None
,Rearview,Distracted Behavior,0:03:42,0:03:56,Class 11,None
,Rearview,Distracted Behavior,0:04:11,0:04:26,Class 1,None
,Rearview,Distracted Behavior,0:04:42,0:04:56,Class 12,None
,Rearview,Distracted Behavior,0:05:09,0:05:31,Class 14,None
,Rearview,Distracted Behavior,0:05:45,0:05:52,Class 9,None
,Rearview,Distracted Behavior,0:06:08,0:06:14,Class 9,None
,Rearview,Distracted Behavior,0:06:33,0:06:52,Class 0,None
,Rearview,Distracted Behavior,0:07:10,0:07:17,Class 4,None
,Rearview,Distracted Behavior,0:07:40,0:07:59,Class 2,None
,Rearview,Distracted Behavior,0:08:14,0:08:21,Class 7,None
Rearview_User_id_63764_7,Rearview,Distracted Behavior,0:00:08,0:00:28,Class 8,Hat
,Rearview,Distracted Behavior,0:00:45,0:01:06,Class 12,Hat
,Rearview,Distracted Behavior,0:01:20,0:01:43,Class 6,Hat
,Rearview,Distracted Behavior,0:01:57,0:02:20,Class 5,Hat
,Rearview,Distracted Behavior,0:02:36,0:02:55,Class 0,Hat
,Rearview,Distracted Behavior,0:03:11,0:03:26,Class 1,Hat
,Rearview,Distracted Behavior,0:03:37,0:03:56,Class 13,Hat
,Rearview,Distracted Behavior,0:04:15,0:04:20,Class 10,Hat
,Rearview,Distracted Behavior,0:04:32,0:04:37,Class 9,Hat
,Rearview,Distracted Behavior,0:04:54,0:04:57,Class 4,Hat
,Rearview,Distracted Behavior,0:05:20,0:05:41,Class 2,Hat
,Rearview,Distracted Behavior,0:05:54,0:06:08,Class 3,Hat
,Rearview,Distracted Behavior,0:06:22,0:06:29,Class 7,Hat
,Rearview,Distracted Behavior,0:06:54,0:07:12,Class 11,Hat
,Rearview,Distracted Behavior,0:07:27,0:07:48,Class 15,Hat
,Rearview,Distracted Behavior,0:08:02,0:08:25,Class 14,Hat
Right_side_window_User_id_63764_5,Rightside Window,Distracted Behavior,0:00:08,0:00:17,Class 13,None
,Rightside Window,Distracted Behavior,0:00:24,0:00:28,Class 13,None
,Rightside Window,Distracted Behavior,0:00:46,0:01:01,Class 5,None
,Rightside Window,Distracted Behavior,0:01:16,0:01:32,Class 15,None
,Rightside Window,Distracted Behavior,0:01:47,0:01:50,Class 3,None
,Rightside Window,Distracted Behavior,0:01:58,0:02:02,Class 3,None
,Rightside Window,Distracted Behavior,0:02:16,0:02:38,Class 6,None
,Rightside Window,Distracted Behavior,0:02:56,0:03:13,Class 8,None
,Rightside Window,Distracted Behavior,0:03:42,0:03:55,Class 11,None
,Rightside Window,Distracted Behavior,0:04:11,0:04:25,Class 1,None
,Rightside Window,Distracted Behavior,0:04:42,0:04:56,Class 12,None
,Rightside Window,Distracted Behavior,0:05:09,0:05:31,Class 14,None
,Rightside Window,Distracted Behavior,0:05:44,0:05:52,Class 9,None
,Rightside Window,Distracted Behavior,0:06:08,0:06:14,Class 9,None
,Rightside Window,Distracted Behavior,0:06:33,0:06:52,Class 0,None
,Rightside Window,Distracted Behavior,0:07:09,0:07:16,Class 4,None
,Rightside Window,Distracted Behavior,0:07:39,0:07:58,Class 2,None
,Rightside Window,Distracted Behavior,0:08:13,0:08:21,Class 7,None
Right_side_window_User_id_63764_7,Rightside Window,Distracted Behavior,0:00:08,0:00:28,Class 8,Hat
,Rightside Window,Distracted Behavior,0:00:44,0:01:06,Class 12,Hat
,Rightside Window,Distracted Behavior,0:01:23,0:01:44,Class 6,Hat
,Rightside Window,Distracted Behavior,0:01:58,0:02:20,Class 5,Hat
,Rightside Window,Distracted Behavior,0:02:35,0:02:55,Class 0,Hat
,Rightside Window,Distracted Behavior,0:03:11,0:03:26,Class 1,Hat
,Rightside Window,Distracted Behavior,0:03:38,0:03:57,Class 13,Hat
,Rightside Window,Distracted Behavior,0:04:15,0:04:20,Class 10,Hat
,Rightside Window,Distracted Behavior,0:04:33,0:04:37,Class 9,Hat
,Rightside Window,Distracted Behavior,0:04:54,0:04:57,Class 4,Hat
,Rightside Window,Distracted Behavior,0:05:20,0:05:40,Class 2,Hat
,Rightside Window,Distracted Behavior,0:05:53,0:06:08,Class 3,Hat
,Rightside Window,Distracted Behavior,0:06:22,0:06:28,Class 7,Hat
,Rightside Window,Distracted Behavior,0:06:54,0:07:13,Class 11,Hat
,Rightside Window,Distracted Behavior,0:07:27,0:07:48,Class 15,Hat
,Rightside Window,Distracted Behavior,0:08:02,0:08:24,Class 14,Hat
