Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Rightside Window,Distracted Behavior,0:03:24,0:03:40,Class 2,Sunglasses
,Rightside Window,Distracted Behavior,0:03:51,0:04:15,Class 3,Sunglasses
,Rightside Window,Distracted Behavior,0:04:27,0:04:33,Class 1,Sunglasses
,Rightside Window,Distracted Behavior,0:05:02,0:05:09,Class 7,Sunglasses
,Rightside Window,Distracted Behavior,0:05:26,0:05:36,Class 10,Sunglasses
,Rightside Window,Distracted Behavior,0:06:24,0:06:48,Class 15,Sunglasses
,Rightside Window,Distracted Behavior,0:06:59,0:07:10,Class 9,Sunglasses
,Rightside Window,Distracted Behavior,0:07:24,0:07:50,Class 12,Sunglasses
,Rightside Window,Distracted Behavior,0:08:22,0:08:31,Class 11,Sunglasses
,Rightside Window,Distracted Behavior,0:05:50,0:06:15,Class 0,Sunglasses
