Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Rearview,Distracted Behavior,0:08:00,0:08:06,Class 7,None
,Rearview,Distracted Behavior,0:03:20,0:03:39,Class 11,None
,Rearview,Distracted Behavior,0:05:25,0:05:37,Class 15,None
,Rearview,Distracted Behavior,0:06:21,0:06:34,Class 14,None
Rearview_User_id_30932_7,Rearview,Distracted Behavior,0:00:09,0:00:12,Class 8,Hat
,Rearview,Distracted Behavior,0:01:14,0:01:30,Class 12,Hat
,Rearview,Distracted Behavior,0:06:54,0:07:04,Class 6,Hat
,Rearview,Distracted Behavior,0:07:31,0:07:41,Class 5,Hat
,Rearview,Distracted Behavior,0:00:38,0:00:57,Class 0,Hat
,Rearview,Distracted Behavior,0:05:57,0:06:01,Class 1,Hat
,Rearview,Distracted Behavior,0:02:39,0:02:42,Class 13,Hat
,Rearview,Distracted Behavior,0:01:44,0:01:47,Class 10,Hat
,Rearview,Distracted Behavior,0:04:26,0:04:29,Class 9,Hat
,Rearview,Distracted Behavior,0:04:55,0:04:58,Class 4,Hat
,Rearview,Distracted Behavior,0:02:17,0:02:21,Class 2,Hat
,Rearview,Distracted Behavior,0:03:55,0:04:03,Class 6,Hat
,Rearview,Distracted Behavior,0:08:01,0:08:04,Class 7,Hat
,Rearview,Distracted Behavior,0:03:21,0:03:40,Class 11,Hat
,Rearview,Distracted Behavior,0:05:23,0:05:37,Class 15,Hat
,Rearview,Distracted Behavior,0:06:23,0:06:38,Class 14,Hat
Right_side_window_User_id_30932_5,Rightside Window,Distracted Behavior,0:00:09,0:00:12,Class 8,None
,Rightside Window,Distracted Behavior,0:01:14,0:01:29,Class 12,None
,Rightside Window,Distracted Behavior,0:06:56,0:07:03,Class 6,None
,Rightside Window,Distracted Behavior,0:07:31,0:07:39,Class 5,None
,Rightside Window,Distracted Behavior,0:00:38,0:00:57,Class 0,None
,Rightside Window,Distracted Behavior,0:05:58,0:06:02,Class 1,None
,Rightside Window,Distracted Behavior,0:02:39,0:02:42,Class 13,None
,Rightside Window,Distracted Behavior,0:01:45,0:01:48,Class 10,None
,Rightside Window,Distracted Behavior,0:04:26,0:04:29,Class 9,None
,Rightside Window,Distracted Behavior,0:04:52,0:04:55,Class 4,None
,Rightside Window,Distracted Behavior,0:02:15,0:02:21,Class 2,None
,Rightside Window,Distracted Behavior,0:04:01,0:04:07,Class 3,None
,Rightside Window,Distracted Behavior,0:08:00,0:08:06,Class 7,None
,Rightside Window,Distracted Behavior,0:03:20,0:03:39,Class 11,None
,Rightside Window,Distracted Behavior,0:05:25,0:05:37,Class 15,None
,Rightside Window,Distracted Behavior,0:06:21,0:06:34,Class 14,None
Right_side_window_User_id_30932_7,Rightside Window,Distracted Behavior,0:00:09,0:00:12,Class 8,Hat
,Rightside Window,Distracted Behavior,0:01:14,0:01:30,Class 12,Hat
,Rightside Window,Distracted Behavior,0:06:54,0:07:04,Class 6,Hat
,Rightside Window,Distracted Behavior,0:07:31,0:07:41,Class 5,Hat
,Rightside Window,Distracted Behavior,0:00:38,0:00:57,Class 0,Hat
,Rightside Window,Distracted Behavior,0:05:57,0:06:01,Class 1,Hat
,Rightside Window,Distracted Behavior,0:02:39,0:02:42,Class 13,Hat
,Rightside Window,Distracted Behavior,0:01:44,0:01:47,Class 10,Hat
,Rightside Window,Distracted Behavior,0:04:26,0:04:29,Class 9,Hat
,Rightside Window,Distracted Behavior,0:04:55,0:04:58,Class 4,Hat
,Rightside Window,Distracted Behavior,0:02:17,0:02:21,Class 2,Hat
,Rightside Window,Distracted Behavior,0:03:55,0:04:03,Class 6,Hat
,Rightside Window,Distracted Behavior,0:08:01,0:08:04,Class 7,Hat
,Rightside Window,Distracted Behavior,0:03:21,0:03:40,Class 11,Hat
,Rightside Window,Distracted Behavior,0:05:23,0:05:37,Class 15,Hat
,Rightside Window,Distracted Behavior,0:06:23,0:06:38,Class 14,Hat
