Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Rightside Window,Distracted Behavior,0:04:14,0:04:26,Class 12,Hat
,Rightside Window,Distracted Behavior,0:06:27,0:06:38,Class 6,Hat
,Rightside Window,Distracted Behavior,0:08:05,0:08:18,Class 5,Hat
,Rightside Window,Distracted Behavior,0:01:05,0:01:24,Class 0,Hat
,Rightside Window,Distracted Behavior,0:07:33,0:07:37,Class 1,Hat
,Rightside Window,Distracted Behavior,0:02:11,0:02:14,Class 13,Hat
,Rightside Window,Distracted Behavior,0:00:10,0:00:13,Class 10,Hat
,Rightside Window,Distracted Behavior,0:03:51,0:03:55,Class 9,Hat
,Rightside Window,Distracted Behavior,0:07:01,0:07:14,Class 4,Hat
,Rightside Window,Distracted Behavior,0:05:52,0:06:09,Class 2,Hat
,Rightside Window,Distracted Behavior,0:01:46,0:02:00,Class 3,Hat
,Rightside Window,Distracted Behavior,0:02:44,0:02:47,Class 7,Hat
,Rightside Window,Distracted Behavior,0:03:18,0:03:37,Class 11,Hat
,Rightside Window,Distracted Behavior,0:04:42,0:05:01,Class 15,Hat
,Rightside Window,Distracted Behavior,0:00:30,0:00:39,Class 14,Hat
