Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
,Rightside Window,Distracted Behavior,0:07:38,0:07:52,Class 15,None
,Rightside Window,Distracted Behavior,0:08:08,0:08:11,Class 9,None
Right_side_window_User_id_47457_7,Rightside Window,Distracted Behavior,0:00:09,0:00:12,Class 10,Hat
,Rightside Window,Distracted Behavior,0:00:33,0:00:36,Class 7,Hat
,Rightside Window,Distracted Behavior,0:01:07,0:01:20,Class 12,Hat
,Rightside Window,Distracted Behavior,0:01:45,0:01:49,Class 1,Hat
,Rightside Window,Distracted Behavior,0:02:16,0:02:28,Class 8,Hat
,Rightside Window,Distracted Behavior,0:02:53,0:03:07,Class 14,Hat
,Rightside Window,Distracted Behavior,0:03:22,0:03:42,Class 3,Hat
,Rightside Window,Distracted Behavior,0:03:57,0:04:13,Class 6,Hat
,Rightside Window,Distracted Behavior,0:04:28,0:04:39,Class 5,Hat
,Rightside Window,Distracted Behavior,0:04:59,0:05:03,Class 13,Hat
,Rightside Window,Distracted Behavior,0:05:30,0:05:46,Class 11,Hat
,Rightside Window,Distracted Behavior,0:06:04,0:06:13,Class 4,Hat
,Rightside Window,Distracted Behavior,0:06:31,0:06:52,Class 0,Hat
,Rightside Window,Distracted Behavior,0:07:05,0:07:24,Class 2,Hat
,Rightside Window,Distracted Behavior,0:07:38,0:07:54,Class 15,Hat
,Rightside Window,Distracted Behavior,0:08:07,0:08:10,Class 9,Hat
